entity_id,score,label_value,race,sex,age_cat
6216,0.4,1,African-American,Male,Less than 25
6175,0.4,0,African-American,Male,25 - 45
10021,0.4,0,Caucasian,Male,Less than 25
10020,0.4,0,Caucasian,Male,25 - 45
6198,0.4,0,Caucasian,Male,Greater than 45
10017,0.4,1,Other,Male,Less than 25
10874,0.4,0,African-American,Female,Less than 25
6178,0.4,0,Caucasian,Male,25 - 45
8971,0.4,0,African-American,Male,25 - 45
8964,0.4,1,African-American,Male,25 - 45
6818,0.4,1,Caucasian,Female,Greater than 45
6663,0.4,0,African-American,Male,25 - 45
6688,0.4,0,Caucasian,Male,25 - 45
8777,0.4,0,Caucasian,Male,Less than 25
8781,0.4,1,Caucasian,Male,25 - 45
7650,0.4,1,Caucasian,Male,25 - 45
10708,0.4,0,Caucasian,Male,25 - 45
6667,0.4,0,African-American,Female,Less than 25
8800,0.4,1,Caucasian,Female,25 - 45
8758,0.4,1,Caucasian,Male,Greater than 45
6658,0.4,1,African-American,Male,25 - 45
10719,0.4,0,African-American,Male,25 - 45
6651,0.4,0,African-American,Female,25 - 45
8838,0.4,0,Caucasian,Female,25 - 45
10110,0.4,1,African-American,Female,25 - 45
8845,0.4,0,Other,Male,Less than 25
8765,0.4,1,African-American,Male,25 - 45
6695,0.4,0,African-American,Male,25 - 45
8854,0.4,0,African-American,Male,25 - 45
6754,0.4,0,Hispanic,Female,Less than 25
10667,0.4,0,African-American,Female,25 - 45
6812,0.4,0,Caucasian,Male,Less than 25
10676,0.4,0,Other,Male,Less than 25
6794,0.4,1,Caucasian,Male,25 - 45
8663,0.4,1,Other,Male,25 - 45
6755,0.4,1,African-American,Female,Less than 25
8684,0.4,0,African-American,Male,25 - 45
8746,0.4,0,Caucasian,Male,25 - 45
6741,0.4,0,African-American,Male,Less than 25
8706,0.4,1,Caucasian,Male,25 - 45
6737,0.4,1,African-American,Male,Less than 25
6733,0.4,0,African-American,Male,Less than 25
8726,0.4,0,Hispanic,Female,25 - 45
8745,0.4,0,Caucasian,Female,25 - 45
6638,0.4,1,African-American,Male,Less than 25
8856,0.4,0,Other,Male,25 - 45
10068,0.4,0,Caucasian,Male,Less than 25
6522,0.4,1,African-American,Male,Less than 25
6552,0.4,1,Caucasian,Female,Greater than 45
6551,0.4,0,Caucasian,Male,25 - 45
10765,0.4,0,African-American,Male,25 - 45
8924,0.4,1,African-American,Male,25 - 45
6537,0.4,1,Caucasian,Male,25 - 45
6533,0.4,0,Hispanic,Female,Less than 25
10076,0.4,0,African-American,Male,Less than 25
8910,0.4,1,African-American,Male,25 - 45
6514,0.4,0,Caucasian,Male,25 - 45
6513,0.4,1,African-American,Male,Greater than 45
8939,0.4,0,African-American,Female,25 - 45
8942,0.4,1,Caucasian,Male,Less than 25
8960,0.4,1,African-American,Male,25 - 45
6500,0.4,0,Caucasian,Female,Less than 25
6554,0.4,0,African-American,Female,25 - 45
6560,0.4,0,African-American,Female,Greater than 45
6633,0.4,0,Caucasian,Male,25 - 45
6602,0.4,1,Caucasian,Male,25 - 45
6624,0.4,1,Hispanic,Male,Greater than 45
10754,0.4,0,Hispanic,Female,Less than 25
8859,0.4,1,African-American,Female,25 - 45
10756,0.4,0,Caucasian,Male,25 - 45
8871,0.4,1,African-American,Male,Less than 25
10096,0.4,0,Other,Female,Less than 25
8879,0.4,0,African-American,Male,Less than 25
8908,0.4,0,African-American,Male,25 - 45
6588,0.4,0,African-American,Male,Less than 25
10761,0.4,1,African-American,Male,Less than 25
8891,0.4,1,Caucasian,Male,Greater than 45
10078,0.4,1,Hispanic,Male,25 - 45
6570,0.4,0,Caucasian,Male,Greater than 45
10762,0.4,0,Hispanic,Female,25 - 45
9883,0.4,1,African-American,Male,25 - 45
11001,0.4,1,Hispanic,Female,Less than 25
4397,0.4,1,African-American,Male,25 - 45
5022,0.4,0,African-American,Male,Greater than 45
805,0.4,1,Caucasian,Male,25 - 45
804,0.4,1,African-American,Male,Less than 25
4938,0.4,0,African-American,Male,25 - 45
4948,0.4,0,Caucasian,Male,25 - 45
790,0.4,0,African-American,Female,25 - 45
4949,0.4,0,Caucasian,Male,Greater than 45
4950,0.4,0,African-American,Male,Less than 25
2129,0.4,0,African-American,Male,Less than 25
4952,0.4,1,African-American,Male,Greater than 45
2133,0.4,1,Other,Male,Less than 25
4958,0.4,1,Caucasian,Male,Less than 25
787,0.4,0,Hispanic,Male,25 - 45
2143,0.4,1,Caucasian,Female,25 - 45
4961,0.4,1,Other,Male,25 - 45
2151,0.4,1,Caucasian,Male,25 - 45
2162,0.4,0,African-American,Female,25 - 45
4969,0.4,0,African-American,Male,Less than 25
2169,0.4,0,Caucasian,Male,25 - 45
2178,0.4,1,African-American,Male,25 - 45
3701,0.4,0,African-American,Male,Greater than 45
3700,0.4,1,African-American,Male,Less than 25
4993,0.4,0,Hispanic,Male,Greater than 45
4994,0.4,1,Caucasian,Male,25 - 45
2217,0.4,0,Caucasian,Male,25 - 45
2220,0.4,1,African-American,Male,Greater than 45
2228,0.4,1,African-American,Male,Less than 25
754,0.4,1,African-American,Male,25 - 45
752,0.4,1,Caucasian,Male,25 - 45
3657,0.4,0,African-American,Female,25 - 45
2121,0.4,0,African-American,Female,25 - 45
808,0.4,0,Caucasian,Male,25 - 45
3740,0.4,0,African-American,Female,Less than 25
867,0.4,1,African-American,Male,25 - 45
1980,0.4,0,African-American,Male,25 - 45
4847,0.4,1,Caucasian,Male,Greater than 45
2009,0.4,1,African-American,Male,25 - 45
889,0.4,0,Caucasian,Male,Less than 25
2033,0.4,0,African-American,Female,Greater than 45
2035,0.4,1,African-American,Male,25 - 45
879,0.4,0,Caucasian,Male,Less than 25
2040,0.4,0,Hispanic,Male,25 - 45
3818,0.4,0,African-American,Male,Less than 25
3814,0.4,0,African-American,Male,25 - 45
3809,0.4,1,Caucasian,Male,25 - 45
2049,0.4,1,African-American,Female,25 - 45
4879,0.4,1,African-American,Male,25 - 45
863,0.4,0,Caucasian,Male,25 - 45
3743,0.4,0,African-American,Male,Less than 25
2056,0.4,0,African-American,Male,25 - 45
861,0.4,1,Caucasian,Male,25 - 45
2062,0.4,0,African-American,Male,Greater than 45
3793,0.4,1,Caucasian,Male,25 - 45
3792,0.4,0,Caucasian,Male,Greater than 45
4891,0.4,0,Caucasian,Female,25 - 45
2066,0.4,0,Caucasian,Male,25 - 45
3788,0.4,0,Caucasian,Male,25 - 45
4910,0.4,1,Caucasian,Male,Less than 25
2090,0.4,0,African-American,Female,Less than 25
2094,0.4,0,African-American,Male,25 - 45
813,0.4,1,African-American,Male,25 - 45
2103,0.4,1,African-American,Male,25 - 45
3655,0.4,0,African-American,Male,Greater than 45
732,0.4,0,Hispanic,Male,25 - 45
3872,0.4,0,Caucasian,Male,Less than 25
3652,0.4,1,African-American,Male,25 - 45
547,0.4,0,Caucasian,Male,25 - 45
545,0.4,0,Other,Female,Less than 25
538,0.4,0,African-American,Male,25 - 45
532,0.4,0,Caucasian,Male,Less than 25
2374,0.4,0,African-American,Male,Less than 25
2386,0.4,1,African-American,Male,25 - 45
2392,0.4,1,African-American,Male,25 - 45
2396,0.4,0,Caucasian,Female,Greater than 45
2410,0.4,0,Hispanic,Female,25 - 45
2412,0.4,0,Caucasian,Male,25 - 45
2431,0.4,0,Caucasian,Female,Less than 25
496,0.4,1,Caucasian,Female,25 - 45
5183,0.4,0,African-American,Male,Less than 25
5184,0.4,0,African-American,Male,25 - 45
5189,0.4,0,Caucasian,Female,25 - 45
5192,0.4,1,African-American,Male,Greater than 45
5196,0.4,0,Hispanic,Male,25 - 45
5198,0.4,0,Caucasian,Male,25 - 45
5201,0.4,1,African-American,Male,Less than 25
3504,0.4,0,African-American,Male,25 - 45
2460,0.4,1,Caucasian,Male,Greater than 45
3498,0.4,1,African-American,Male,25 - 45
3481,0.4,1,African-American,Female,25 - 45
438,0.4,1,African-American,Male,25 - 45
435,0.4,0,African-American,Male,25 - 45
432,0.4,0,Caucasian,Male,25 - 45
5249,0.4,0,African-American,Male,25 - 45
428,0.4,0,Caucasian,Male,Greater than 45
424,0.4,1,African-American,Male,25 - 45
5145,0.4,1,African-American,Male,25 - 45
569,0.4,0,African-American,Female,Less than 25
3547,0.4,0,African-American,Male,Greater than 45
651,0.4,0,African-American,Male,25 - 45
5023,0.4,1,Caucasian,Male,Less than 25
5025,0.4,1,African-American,Female,25 - 45
5027,0.4,1,African-American,Male,25 - 45
3642,0.4,1,African-American,Male,25 - 45
694,0.4,1,Caucasian,Male,25 - 45
2274,0.4,1,Caucasian,Male,Greater than 45
3635,0.4,0,African-American,Female,Less than 25
1474,0.4,0,African-American,Female,Less than 25
2280,0.4,1,African-American,Male,Less than 25
5050,0.4,0,African-American,Male,Less than 25
2286,0.4,0,Hispanic,Male,25 - 45
5052,0.4,0,Caucasian,Male,25 - 45
5054,0.4,0,African-American,Male,Less than 25
647,0.4,0,Caucasian,Male,25 - 45
574,0.4,0,Caucasian,Male,Less than 25
3594,0.4,1,African-American,Male,Greater than 45
5061,0.4,1,African-American,Female,Less than 25
3593,0.4,0,Caucasian,Male,Greater than 45
5065,0.4,0,Caucasian,Male,25 - 45
5084,0.4,0,African-American,Female,25 - 45
5096,0.4,0,African-American,Female,25 - 45
2320,0.4,1,African-American,Female,Less than 25
5100,0.4,1,Caucasian,Female,25 - 45
2334,0.4,1,Hispanic,Male,25 - 45
5113,0.4,1,African-American,Male,Less than 25
588,0.4,0,African-American,Male,25 - 45
5126,0.4,0,African-American,Male,25 - 45
5127,0.4,0,Caucasian,Female,25 - 45
3869,0.4,0,African-American,Male,25 - 45
4831,0.4,0,Caucasian,Male,25 - 45
2562,0.4,0,Hispanic,Male,25 - 45
4634,0.4,1,Caucasian,Male,25 - 45
4513,0.4,1,Other,Male,Less than 25
4517,0.4,0,African-American,Female,Less than 25
1306,0.4,1,African-American,Male,25 - 45
1639,0.4,0,Hispanic,Male,25 - 45
4524,0.4,0,Caucasian,Male,Less than 25
1295,0.4,0,Caucasian,Male,25 - 45
1286,0.4,1,Caucasian,Male,Less than 25
4537,0.4,0,African-American,Male,25 - 45
1643,0.4,0,Caucasian,Male,25 - 45
4226,0.4,1,Caucasian,Male,25 - 45
4556,0.4,0,African-American,Female,25 - 45
1269,0.4,0,African-American,Male,25 - 45
1268,0.4,1,African-American,Male,25 - 45
4564,0.4,1,Other,Male,Greater than 45
4566,0.4,0,African-American,Female,25 - 45
4212,0.4,1,Native American,Male,Less than 25
1259,0.4,1,Caucasian,Male,25 - 45
4579,0.4,1,African-American,Male,Greater than 45
4205,0.4,1,Caucasian,Female,25 - 45
4586,0.4,1,Other,Male,Greater than 45
4203,0.4,0,Caucasian,Male,25 - 45
1244,0.4,0,Caucasian,Male,Greater than 45
4199,0.4,0,Caucasian,Male,Less than 25
1233,0.4,0,Caucasian,Male,25 - 45
4191,0.4,0,Caucasian,Female,25 - 45
4172,0.4,1,Other,Female,25 - 45
4168,0.4,0,Caucasian,Male,Greater than 45
4164,0.4,0,Caucasian,Female,25 - 45
4163,0.4,1,Caucasian,Female,25 - 45
1315,0.4,0,African-American,Male,Less than 25
4262,0.4,1,African-American,Male,25 - 45
4270,0.4,0,African-American,Male,Less than 25
4368,0.4,1,Hispanic,Male,Less than 25
4418,0.4,0,Caucasian,Male,Greater than 45
1490,0.4,1,African-American,Male,25 - 45
1491,0.4,0,African-American,Female,25 - 45
1497,0.4,0,Caucasian,Male,25 - 45
1439,0.4,0,Caucasian,Male,Less than 25
1430,0.4,0,Hispanic,Male,Greater than 45
1515,0.4,0,African-American,Male,Greater than 45
4448,0.4,0,African-American,Male,25 - 45
1526,0.4,0,African-American,Male,25 - 45
4393,0.4,1,African-American,Male,Less than 25
1536,0.4,0,African-American,Male,25 - 45
4378,0.4,1,Caucasian,Male,25 - 45
4457,0.4,1,African-American,Male,25 - 45
1559,0.4,0,Caucasian,Male,Less than 25
4276,0.4,1,African-American,Male,Less than 25
4459,0.4,0,African-American,Male,Less than 25
4336,0.4,0,African-American,Male,Less than 25
1369,0.4,0,Caucasian,Female,25 - 45
1368,0.4,0,Caucasian,Male,25 - 45
4319,0.4,0,Caucasian,Male,Greater than 45
4315,0.4,1,African-American,Male,Greater than 45
1581,0.4,0,Caucasian,Male,Greater than 45
1345,0.4,1,Caucasian,Male,Less than 25
1335,0.4,0,Caucasian,Female,25 - 45
4491,0.4,1,African-American,Male,25 - 45
4492,0.4,0,African-American,Female,Less than 25
4281,0.4,0,African-American,Male,25 - 45
1330,0.4,0,Caucasian,Male,25 - 45
1716,0.4,0,Caucasian,Male,25 - 45
4157,0.4,1,African-American,Male,Less than 25
3902,0.4,0,Caucasian,Male,25 - 45
1730,0.4,0,African-American,Male,Greater than 45
4039,0.4,0,Hispanic,Male,25 - 45
4032,0.4,0,Caucasian,Male,25 - 45
4710,0.4,1,Caucasian,Female,25 - 45
1853,0.4,0,Caucasian,Male,25 - 45
1854,0.4,0,African-American,Male,25 - 45
4028,0.4,0,African-American,Female,25 - 45
1073,0.4,0,Hispanic,Male,Less than 25
1856,0.4,0,Caucasian,Male,Less than 25
1058,0.4,0,African-American,Male,25 - 45
1036,0.4,0,African-American,Male,25 - 45
4737,0.4,0,African-American,Male,Greater than 45
1874,0.4,0,Caucasian,Female,25 - 45
3990,0.4,1,African-American,Male,25 - 45
1015,0.4,0,African-American,Male,25 - 45
4750,0.4,0,Caucasian,Male,25 - 45
1006,0.4,0,African-American,Male,25 - 45
996,0.4,1,African-American,Male,Less than 25
986,0.4,1,Caucasian,Male,25 - 45
983,0.4,1,Caucasian,Male,Less than 25
1884,0.4,0,Other,Male,25 - 45
973,0.4,1,Caucasian,Female,Greater than 45
1890,0.4,1,African-American,Male,25 - 45
1904,0.4,0,African-American,Male,25 - 45
1906,0.4,0,Caucasian,Male,25 - 45
1913,0.4,0,African-American,Male,Less than 25
3952,0.4,0,Caucasian,Male,25 - 45
4783,0.4,1,Caucasian,Male,25 - 45
3929,0.4,1,African-American,Male,Less than 25
4797,0.4,0,Caucasian,Male,25 - 45
1834,0.4,0,Caucasian,Male,25 - 45
4699,0.4,1,African-American,Male,Less than 25
4063,0.4,1,Caucasian,Male,25 - 45
4665,0.4,0,African-American,Female,Less than 25
4639,0.4,1,Hispanic,Female,25 - 45
1209,0.4,0,Caucasian,Male,Less than 25
1742,0.4,1,Other,Male,Less than 25
1204,0.4,0,Other,Female,Less than 25
4641,0.4,0,Caucasian,Female,25 - 45
1191,0.4,1,Caucasian,Male,Less than 25
1186,0.4,1,Caucasian,Male,Less than 25
4128,0.4,1,African-American,Male,Less than 25
1764,0.4,0,Caucasian,Female,25 - 45
1169,0.4,0,African-American,Male,25 - 45
4099,0.4,0,African-American,Male,Less than 25
1165,0.4,0,Other,Male,Less than 25
4098,0.4,1,African-American,Male,25 - 45
4671,0.4,1,Other,Male,25 - 45
4694,0.4,0,Caucasian,Male,25 - 45
1783,0.4,0,Hispanic,Male,Less than 25
1151,0.4,1,Other,Male,Less than 25
1803,0.4,0,Caucasian,Male,25 - 45
1804,0.4,0,African-American,Male,25 - 45
1809,0.4,1,Other,Male,25 - 45
4069,0.4,1,Caucasian,Male,Less than 25
1817,0.4,1,African-American,Female,25 - 45
4067,0.4,1,Caucasian,Male,25 - 45
4065,0.4,1,Caucasian,Male,Less than 25
1109,0.4,1,African-American,Male,Greater than 45
1107,0.4,1,Caucasian,Male,Less than 25
4064,0.4,0,Caucasian,Female,25 - 45
1105,0.4,1,Caucasian,Male,25 - 45
2546,0.4,0,African-American,Male,Greater than 45
1473,0.4,1,African-American,Male,25 - 45
5270,0.4,0,African-American,Male,25 - 45
239,0.4,0,Hispanic,Male,25 - 45
5416,0.4,0,African-American,Male,25 - 45
348,0.4,0,African-American,Male,Greater than 45
347,0.4,1,Caucasian,Male,25 - 45
2668,0.4,0,Caucasian,Female,25 - 45
341,0.4,1,African-American,Female,25 - 45
336,0.4,1,Other,Male,25 - 45
3357,0.4,0,African-American,Male,25 - 45
3110,0.4,1,Caucasian,Male,Less than 25
5412,0.4,1,Caucasian,Male,25 - 45
2638,0.4,0,Caucasian,Male,Less than 25
2786,0.4,0,African-American,Male,25 - 45
3288,0.4,1,African-American,Male,25 - 45
5326,0.4,1,Caucasian,Male,25 - 45
3290,0.4,0,African-American,Male,25 - 45
3115,0.4,0,African-American,Female,25 - 45
3118,0.4,0,African-American,Male,25 - 45
3120,0.4,1,Hispanic,Male,Less than 25
3292,0.4,0,Hispanic,Male,25 - 45
2789,0.4,1,Hispanic,Male,Less than 25
218,0.4,0,Caucasian,Female,Greater than 45
2954,0.4,0,Caucasian,Male,Less than 25
3191,0.4,0,African-American,Male,25 - 45
356,0.4,0,Hispanic,Male,25 - 45
2794,0.4,1,Caucasian,Male,25 - 45
5420,0.4,1,African-American,Male,Less than 25
3084,0.4,0,African-American,Female,Greater than 45
5557,0.4,1,African-American,Male,Greater than 45
3089,0.4,0,African-American,Female,Less than 25
2973,0.4,1,Other,Female,Less than 25
3380,0.4,0,African-American,Female,Greater than 45
2915,0.4,1,Caucasian,Male,25 - 45
3379,0.4,0,Other,Male,Less than 25
30,0.4,1,Hispanic,Male,Less than 25
5544,0.4,0,African-American,Female,Less than 25
2790,0.4,0,Caucasian,Male,25 - 45
354,0.4,0,African-American,Male,Less than 25
5491,0.4,0,Caucasian,Male,Less than 25
2963,0.4,0,Caucasian,Male,25 - 45
2662,0.4,0,African-American,Male,Less than 25
3351,0.4,1,African-American,Female,25 - 45
2951,0.4,0,African-American,Male,25 - 45
115,0.4,1,African-American,Female,25 - 45
3329,0.4,1,Caucasian,Male,25 - 45
105,0.4,0,African-American,Male,25 - 45
2936,0.4,0,African-American,Male,25 - 45
2700,0.4,0,African-American,Male,Less than 25
2764,0.4,0,Caucasian,Male,25 - 45
102,0.4,0,Hispanic,Male,Less than 25
3322,0.4,1,African-American,Male,Less than 25
3320,0.4,0,Caucasian,Male,Less than 25
288,0.4,1,Caucasian,Male,25 - 45
260,0.4,0,African-American,Male,Greater than 45
80,0.4,1,African-American,Male,Less than 25
282,0.4,1,Caucasian,Male,Greater than 45
2719,0.4,1,African-American,Male,Less than 25
93,0.4,1,African-American,Male,Less than 25
3157,0.4,0,Caucasian,Male,Less than 25
5508,0.4,0,African-American,Male,25 - 45
3314,0.4,0,Caucasian,Male,25 - 45
2731,0.4,0,Hispanic,Male,25 - 45
5517,0.4,0,Other,Male,25 - 45
297,0.4,0,African-American,Female,Less than 25
5392,0.4,0,African-American,Male,Greater than 45
3134,0.4,1,African-American,Male,Less than 25
316,0.4,0,Caucasian,Male,25 - 45
3348,0.4,1,Caucasian,Male,25 - 45
2770,0.4,0,Other,Female,Less than 25
3183,0.4,1,African-American,Male,25 - 45
5391,0.4,0,Caucasian,Female,25 - 45
3122,0.4,0,Caucasian,Male,Greater than 45
2917,0.4,0,Caucasian,Male,25 - 45
5524,0.4,0,African-American,Male,25 - 45
301,0.4,0,Caucasian,Male,25 - 45
241,0.4,1,African-American,Female,25 - 45
2865,0.4,1,African-American,Male,Less than 25
2676,0.4,1,Caucasian,Male,25 - 45
5500,0.4,0,Caucasian,Male,Greater than 45
243,0.4,0,Caucasian,Male,25 - 45
5502,0.4,1,African-American,Male,Less than 25
70,0.4,0,African-American,Male,25 - 45
2696,0.4,0,African-American,Male,25 - 45
28,0.4,0,Caucasian,Female,Less than 25
3281,0.4,1,Caucasian,Male,25 - 45
195,0.4,0,Caucasian,Female,25 - 45
390,0.4,0,African-American,Male,25 - 45
5621,0.4,0,Caucasian,Male,Greater than 45
169,0.4,1,Caucasian,Male,25 - 45
5279,0.4,1,Other,Male,Less than 25
14,0.4,0,Caucasian,Male,25 - 45
2589,0.4,0,Hispanic,Female,25 - 45
5463,0.4,1,African-American,Male,Less than 25
2896,0.4,1,African-American,Male,25 - 45
5288,0.4,1,Caucasian,Male,Greater than 45
2804,0.4,1,African-American,Male,25 - 45
18,0.4,0,African-American,Male,25 - 45
3003,0.4,0,African-American,Male,25 - 45
5294,0.4,0,African-American,Male,25 - 45
3066,0.4,0,African-American,Female,25 - 45
3218,0.4,0,Other,Male,25 - 45
5295,0.4,1,African-American,Male,25 - 45
5439,0.4,1,Other,Male,25 - 45
3009,0.4,0,Hispanic,Male,Greater than 45
3413,0.4,1,Caucasian,Male,25 - 45
5441,0.4,0,African-American,Male,Greater than 45
2864,0.4,1,African-American,Male,25 - 45
410,0.4,0,Caucasian,Male,25 - 45
5454,0.4,1,Caucasian,Female,25 - 45
177,0.4,1,African-American,Male,Less than 25
5271,0.4,1,Caucasian,Female,25 - 45
3035,0.4,0,Caucasian,Male,25 - 45
4,0.4,1,African-American,Male,Less than 25
3046,0.4,0,African-American,Male,25 - 45
2578,0.4,1,Other,Male,Greater than 45
9,0.4,0,Other,Male,25 - 45
5632,0.4,1,Caucasian,Female,25 - 45
3032,0.4,0,African-American,Male,25 - 45
3230,0.4,0,African-American,Female,Greater than 45
400,0.4,1,African-American,Female,Less than 25
392,0.4,0,Caucasian,Male,25 - 45
2821,0.4,0,Caucasian,Female,25 - 45
2736,0.4,1,Caucasian,Male,25 - 45
5428,0.4,1,Caucasian,Male,25 - 45
5309,0.4,0,Caucasian,Female,25 - 45
5307,0.4,0,African-American,Male,25 - 45
2996,0.4,0,Other,Male,Less than 25
157,0.4,0,Caucasian,Male,25 - 45
2983,0.4,0,Caucasian,Female,25 - 45
2910,0.4,0,Caucasian,Male,25 - 45
151,0.4,1,African-American,Male,Less than 25
159,0.4,0,Caucasian,Female,25 - 45
5564,0.4,1,African-American,Male,25 - 45
2998,0.4,0,Hispanic,Female,Less than 25
3403,0.4,1,African-American,Male,25 - 45
206,0.4,1,Caucasian,Female,25 - 45
2614,0.4,0,Caucasian,Male,25 - 45
5298,0.4,0,Caucasian,Male,25 - 45
5593,0.4,1,Caucasian,Male,25 - 45
8000,0.3,1,African-American,Female,25 - 45
4054,0.3,0,African-American,Male,Less than 25
7204,0.3,0,Caucasian,Male,25 - 45
9245,0.3,0,African-American,Male,25 - 45
2898,0.3,0,Caucasian,Female,25 - 45
1822,0.3,1,Caucasian,Male,25 - 45
4045,0.3,1,Caucasian,Female,Greater than 45
2879,0.3,0,Caucasian,Male,25 - 45
4088,0.3,0,African-American,Male,25 - 45
7156,0.3,0,African-American,Male,Greater than 45
7093,0.3,0,African-American,Male,Less than 25
1841,0.3,0,Caucasian,Female,25 - 45
8253,0.3,0,African-American,Male,25 - 45
2929,0.3,0,Caucasian,Male,Less than 25
9244,0.3,1,African-American,Male,Less than 25
9308,0.3,1,Caucasian,Female,Greater than 45
1876,0.3,0,Caucasian,Female,Greater than 45
4112,0.3,0,African-American,Male,Less than 25
1781,0.3,0,Caucasian,Male,25 - 45
7953,0.3,0,Hispanic,Male,25 - 45
1771,0.3,1,Hispanic,Male,Less than 25
8268,0.3,0,Caucasian,Male,25 - 45
1833,0.3,0,Asian,Male,Less than 25
9353,0.3,1,Caucasian,Male,25 - 45
9243,0.3,0,Caucasian,Male,25 - 45
3988,0.3,1,African-American,Female,25 - 45
8264,0.3,1,African-American,Male,25 - 45
4085,0.3,0,Caucasian,Male,Greater than 45
8265,0.3,0,African-American,Male,25 - 45
1859,0.3,0,African-American,Female,25 - 45
7969,0.3,0,Hispanic,Male,Less than 25
9277,0.3,0,African-American,Female,25 - 45
4004,0.3,0,African-American,Female,25 - 45
1870,0.3,0,African-American,Male,Less than 25
7988,0.3,1,African-American,Male,25 - 45
8281,0.3,0,Caucasian,Female,25 - 45
7190,0.3,1,Hispanic,Female,25 - 45
3186,0.3,0,Caucasian,Female,25 - 45
7130,0.3,1,Caucasian,Male,25 - 45
3190,0.3,0,African-American,Male,Less than 25
8279,0.3,0,Other,Male,25 - 45
7163,0.3,1,African-American,Male,25 - 45
3214,0.3,1,Hispanic,Female,25 - 45
3995,0.3,1,African-American,Male,Less than 25
4035,0.3,0,African-American,Male,25 - 45
1873,0.3,0,Caucasian,Female,25 - 45
2926,0.3,1,African-American,Male,Less than 25
2880,0.3,0,Caucasian,Male,Greater than 45
1821,0.3,0,Caucasian,Female,25 - 45
1801,0.3,0,African-American,Female,Less than 25
1796,0.3,1,African-American,Male,Less than 25
8256,0.3,1,African-American,Male,25 - 45
7114,0.3,1,African-American,Male,Less than 25
7171,0.3,0,Caucasian,Male,25 - 45
4081,0.3,0,Caucasian,Male,25 - 45
7111,0.3,1,Caucasian,Male,Greater than 45
8267,0.3,1,African-American,Male,Greater than 45
9420,0.3,0,African-American,Male,25 - 45
1750,0.3,1,Caucasian,Male,Less than 25
1596,0.3,1,African-American,Male,25 - 45
6926,0.3,1,Caucasian,Male,25 - 45
8100,0.3,1,African-American,Male,25 - 45
6929,0.3,0,Caucasian,Male,25 - 45
9538,0.3,1,African-American,Male,Less than 25
8157,0.3,0,Caucasian,Male,25 - 45
6934,0.3,0,African-American,Female,25 - 45
4323,0.3,1,African-American,Male,Less than 25
2991,0.3,1,African-American,Male,Greater than 45
6943,0.3,1,African-American,Female,Less than 25
4301,0.3,0,African-American,Male,25 - 45
8164,0.3,0,African-American,Male,25 - 45
8169,0.3,0,African-American,Male,25 - 45
3163,0.3,0,Caucasian,Male,25 - 45
1605,0.3,0,Hispanic,Male,Less than 25
1611,0.3,0,African-American,Male,Greater than 45
1613,0.3,0,African-American,Male,25 - 45
2984,0.3,0,African-American,Male,Greater than 45
4282,0.3,0,Hispanic,Male,Less than 25
6965,0.3,0,Other,Female,25 - 45
8077,0.3,0,African-American,Male,25 - 45
8075,0.3,0,African-American,Male,25 - 45
4275,0.3,0,Caucasian,Male,Greater than 45
1622,0.3,0,African-American,Male,Greater than 45
6977,0.3,1,Asian,Female,Greater than 45
1575,0.3,1,African-American,Male,25 - 45
6923,0.3,0,African-American,Male,25 - 45
6919,0.3,1,African-American,Female,25 - 45
1566,0.3,0,African-American,Male,Greater than 45
1486,0.3,0,Hispanic,Male,25 - 45
6840,0.3,1,African-American,Male,25 - 45
9624,0.3,0,African-American,Male,25 - 45
4419,0.3,0,Caucasian,Female,Less than 25
3041,0.3,1,Caucasian,Male,25 - 45
1508,0.3,0,African-American,Female,Less than 25
6863,0.3,0,African-American,Male,25 - 45
4411,0.3,0,Caucasian,Male,Greater than 45
1516,0.3,1,Hispanic,Male,Greater than 45
1517,0.3,1,African-American,Male,25 - 45
3030,0.3,0,African-American,Male,25 - 45
9592,0.3,0,Caucasian,Male,25 - 45
1523,0.3,0,Other,Female,25 - 45
9581,0.3,0,African-American,Female,Less than 25
3056,0.3,0,African-American,Male,25 - 45
4388,0.3,1,Caucasian,Male,25 - 45
4385,0.3,1,African-American,Male,25 - 45
1538,0.3,0,Caucasian,Male,25 - 45
8149,0.3,0,Caucasian,Male,25 - 45
9570,0.3,1,African-American,Male,Less than 25
9567,0.3,0,African-American,Female,25 - 45
6906,0.3,0,Hispanic,Female,25 - 45
1562,0.3,0,Hispanic,Male,25 - 45
1626,0.3,1,African-American,Male,25 - 45
1627,0.3,0,African-American,Female,Less than 25
1631,0.3,1,Caucasian,Male,Greater than 45
9429,0.3,1,Hispanic,Male,Less than 25
4196,0.3,0,African-American,Female,25 - 45
9419,0.3,1,African-American,Male,Greater than 45
8219,0.3,1,African-American,Male,25 - 45
3132,0.3,1,Hispanic,Male,25 - 45
7043,0.3,0,African-American,Male,25 - 45
1698,0.3,0,Caucasian,Female,Less than 25
4179,0.3,1,African-American,Male,Less than 25
1700,0.3,1,African-American,Male,25 - 45
9399,0.3,1,Hispanic,Male,25 - 45
4178,0.3,0,Caucasian,Male,25 - 45
4169,0.3,0,Caucasian,Male,25 - 45
2946,0.3,0,Caucasian,Male,25 - 45
8230,0.3,0,Caucasian,Male,Greater than 45
1725,0.3,0,Hispanic,Female,25 - 45
8023,0.3,0,African-American,Male,25 - 45
